S!N00105_M_COL19_R-D!D11!1!@sensor_board.schematic1(sch_1):m@sensor_board.matrix(sch_1):col19@sensor_board.\column of ldr sensor matrix\(sch_1):\r-d\@sensor_board.\ldr-d-unit\(sch_1):ins89@ediode.\1n4148.normal\(chips)!1N4148_SOD80_D1N4148!!!F192!!!!!!
S!ADC0!D11!2!@sensor_board.schematic1(sch_1):m@sensor_board.matrix(sch_1):col19@sensor_board.\column of ldr sensor matrix\(sch_1):\r-d\@sensor_board.\ldr-d-unit\(sch_1):ins89@ediode.\1n4148.normal\(chips)!1N4148_SOD80_D1N4148!!!F192!!!!!!
S!N00105_M_COL20_R-D!D12!1!@sensor_board.schematic1(sch_1):m@sensor_board.matrix(sch_1):col20@sensor_board.\column of ldr sensor matrix\(sch_1):\r-d\@sensor_board.\ldr-d-unit\(sch_1):ins89@ediode.\1n4148.normal\(chips)!1N4148_SOD80_D1N4148!!!F191!!!!!!
S!ADC0!D12!2!@sensor_board.schematic1(sch_1):m@sensor_board.matrix(sch_1):col20@sensor_board.\column of ldr sensor matrix\(sch_1):\r-d\@sensor_board.\ldr-d-unit\(sch_1):ins89@ediode.\1n4148.normal\(chips)!1N4148_SOD80_D1N4148!!!F191!!!!!!
S!N00105_M_COL_R-D1!D14!1!@sensor_board.schematic1(sch_1):m@sensor_board.matrix(sch_1):col@sensor_board.\column of ldr sensor matrix\(sch_1):\r-d1\@sensor_board.\ldr-d-unit\(sch_1):ins89@ediode.\1n4148.normal\(chips)!1N4148_SOD80_D1N4148!!!F189!!!!!!
S!ADC1!D14!2!@sensor_board.schematic1(sch_1):m@sensor_board.matrix(sch_1):col@sensor_board.\column of ldr sensor matrix\(sch_1):\r-d1\@sensor_board.\ldr-d-unit\(sch_1):ins89@ediode.\1n4148.normal\(chips)!1N4148_SOD80_D1N4148!!!F189!!!!!!
S!N00105_M_COL12_R-D1!D15!1!@sensor_board.schematic1(sch_1):m@sensor_board.matrix(sch_1):col12@sensor_board.\column of ldr sensor matrix\(sch_1):\r-d1\@sensor_board.\ldr-d-unit\(sch_1):ins89@ediode.\1n4148.normal\(chips)!1N4148_SOD80_D1N4148!!!F188!!!!!!
S!ADC1!D15!2!@sensor_board.schematic1(sch_1):m@sensor_board.matrix(sch_1):col12@sensor_board.\column of ldr sensor matrix\(sch_1):\r-d1\@sensor_board.\ldr-d-unit\(sch_1):ins89@ediode.\1n4148.normal\(chips)!1N4148_SOD80_D1N4148!!!F188!!!!!!
S!N00105_M_COL13_R-D1!D16!1!@sensor_board.schematic1(sch_1):m@sensor_board.matrix(sch_1):col13@sensor_board.\column of ldr sensor matrix\(sch_1):\r-d1\@sensor_board.\ldr-d-unit\(sch_1):ins89@ediode.\1n4148.normal\(chips)!1N4148_SOD80_D1N4148!!!F187!!!!!!
S!ADC1!D16!2!@sensor_board.schematic1(sch_1):m@sensor_board.matrix(sch_1):col13@sensor_board.\column of ldr sensor matrix\(sch_1):\r-d1\@sensor_board.\ldr-d-unit\(sch_1):ins89@ediode.\1n4148.normal\(chips)!1N4148_SOD80_D1N4148!!!F187!!!!!!
S!N00105_M_COL14_R-D1!D17!1!@sensor_board.schematic1(sch_1):m@sensor_board.matrix(sch_1):col14@sensor_board.\column of ldr sensor matrix\(sch_1):\r-d1\@sensor_board.\ldr-d-unit\(sch_1):ins89@ediode.\1n4148.normal\(chips)!1N4148_SOD80_D1N4148!!!F186!!!!!!
S!ADC1!D17!2!@sensor_board.schematic1(sch_1):m@sensor_board.matrix(sch_1):col14@sensor_board.\column of ldr sensor matrix\(sch_1):\r-d1\@sensor_board.\ldr-d-unit\(sch_1):ins89@ediode.\1n4148.normal\(chips)!1N4148_SOD80_D1N4148!!!F186!!!!!!
S!N00105_M_COL15_R-D1!D18!1!@sensor_board.schematic1(sch_1):m@sensor_board.matrix(sch_1):col15@sensor_board.\column of ldr sensor matrix\(sch_1):\r-d1\@sensor_board.\ldr-d-unit\(sch_1):ins89@ediode.\1n4148.normal\(chips)!1N4148_SOD80_D1N4148!!!F185!!!!!!
S!ADC1!D18!2!@sensor_board.schematic1(sch_1):m@sensor_board.matrix(sch_1):col15@sensor_board.\column of ldr sensor matrix\(sch_1):\r-d1\@sensor_board.\ldr-d-unit\(sch_1):ins89@ediode.\1n4148.normal\(chips)!1N4148_SOD80_D1N4148!!!F185!!!!!!
S!N00105_M_COL16_R-D1!D19!1!@sensor_board.schematic1(sch_1):m@sensor_board.matrix(sch_1):col16@sensor_board.\column of ldr sensor matrix\(sch_1):\r-d1\@sensor_board.\ldr-d-unit\(sch_1):ins89@ediode.\1n4148.normal\(chips)!1N4148_SOD80_D1N4148!!!F184!!!!!!
S!ADC1!D19!2!@sensor_board.schematic1(sch_1):m@sensor_board.matrix(sch_1):col16@sensor_board.\column of ldr sensor matrix\(sch_1):\r-d1\@sensor_board.\ldr-d-unit\(sch_1):ins89@ediode.\1n4148.normal\(chips)!1N4148_SOD80_D1N4148!!!F184!!!!!!
S!N00105_M_COL17_R-D1!D20!1!@sensor_board.schematic1(sch_1):m@sensor_board.matrix(sch_1):col17@sensor_board.\column of ldr sensor matrix\(sch_1):\r-d1\@sensor_board.\ldr-d-unit\(sch_1):ins89@ediode.\1n4148.normal\(chips)!1N4148_SOD80_D1N4148!!!F183!!!!!!
S!ADC1!D20!2!@sensor_board.schematic1(sch_1):m@sensor_board.matrix(sch_1):col17@sensor_board.\column of ldr sensor matrix\(sch_1):\r-d1\@sensor_board.\ldr-d-unit\(sch_1):ins89@ediode.\1n4148.normal\(chips)!1N4148_SOD80_D1N4148!!!F183!!!!!!
S!N00105_M_COL18_R-D1!D21!1!@sensor_board.schematic1(sch_1):m@sensor_board.matrix(sch_1):col18@sensor_board.\column of ldr sensor matrix\(sch_1):\r-d1\@sensor_board.\ldr-d-unit\(sch_1):ins89@ediode.\1n4148.normal\(chips)!1N4148_SOD80_D1N4148!!!F182!!!!!!
S!ADC1!D21!2!@sensor_board.schematic1(sch_1):m@sensor_board.matrix(sch_1):col18@sensor_board.\column of ldr sensor matrix\(sch_1):\r-d1\@sensor_board.\ldr-d-unit\(sch_1):ins89@ediode.\1n4148.normal\(chips)!1N4148_SOD80_D1N4148!!!F182!!!!!!
S!N00105_M_COL19_R-D1!D22!1!@sensor_board.schematic1(sch_1):m@sensor_board.matrix(sch_1):col19@sensor_board.\column of ldr sensor matrix\(sch_1):\r-d1\@sensor_board.\ldr-d-unit\(sch_1):ins89@ediode.\1n4148.normal\(chips)!1N4148_SOD80_D1N4148!!!F181!!!!!!
S!ADC1!D22!2!@sensor_board.schematic1(sch_1):m@sensor_board.matrix(sch_1):col19@sensor_board.\column of ldr sensor matrix\(sch_1):\r-d1\@sensor_board.\ldr-d-unit\(sch_1):ins89@ediode.\1n4148.normal\(chips)!1N4148_SOD80_D1N4148!!!F181!!!!!!
S!N00105_M_COL20_R-D1!D23!1!@sensor_board.schematic1(sch_1):m@sensor_board.matrix(sch_1):col20@sensor_board.\column of ldr sensor matrix\(sch_1):\r-d1\@sensor_board.\ldr-d-unit\(sch_1):ins89@ediode.\1n4148.normal\(chips)!1N4148_SOD80_D1N4148!!!F180!!!!!!
S!ADC1!D23!2!@sensor_board.schematic1(sch_1):m@sensor_board.matrix(sch_1):col20@sensor_board.\column of ldr sensor matrix\(sch_1):\r-d1\@sensor_board.\ldr-d-unit\(sch_1):ins89@ediode.\1n4148.normal\(chips)!1N4148_SOD80_D1N4148!!!F180!!!!!!
S!N00105_M_COL_R-D2!D25!1!@sensor_board.schematic1(sch_1):m@sensor_board.matrix(sch_1):col@sensor_board.\column of ldr sensor matrix\(sch_1):\r-d2\@sensor_board.\ldr-d-unit\(sch_1):ins89@ediode.\1n4148.normal\(chips)!1N4148_SOD80_D1N4148!!!F178!!!!!!
S!ADC2!D25!2!@sensor_board.schematic1(sch_1):m@sensor_board.matrix(sch_1):col@sensor_board.\column of ldr sensor matrix\(sch_1):\r-d2\@sensor_board.\ldr-d-unit\(sch_1):ins89@ediode.\1n4148.normal\(chips)!1N4148_SOD80_D1N4148!!!F178!!!!!!
S!N00105_M_COL1_R-D1!D24!1!@sensor_board.schematic1(sch_1):m@sensor_board.matrix(sch_1):col1@sensor_board.\column of ldr sensor matrix\(sch_1):\r-d1\@sensor_board.\ldr-d-unit\(sch_1):ins89@ediode.\1n4148.normal\(chips)!1N4148_SOD80_D1N4148!!!F179!!!!!!
S!R1!D24!2!@sensor_board.schematic1(sch_1):m@sensor_board.matrix(sch_1):col1@sensor_board.\column of ldr sensor matrix\(sch_1):\r-d1\@sensor_board.\ldr-d-unit\(sch_1):ins89@ediode.\1n4148.normal\(chips)!1N4148_SOD80_D1N4148!!!F179!!!!!!
S!N00105_M_COL13_R-D2!D27!1!@sensor_board.schematic1(sch_1):m@sensor_board.matrix(sch_1):col13@sensor_board.\column of ldr sensor matrix\(sch_1):\r-d2\@sensor_board.\ldr-d-unit\(sch_1):ins89@ediode.\1n4148.normal\(chips)!1N4148_SOD80_D1N4148!!!F176!!!!!!
S!ADC2!D27!2!@sensor_board.schematic1(sch_1):m@sensor_board.matrix(sch_1):col13@sensor_board.\column of ldr sensor matrix\(sch_1):\r-d2\@sensor_board.\ldr-d-unit\(sch_1):ins89@ediode.\1n4148.normal\(chips)!1N4148_SOD80_D1N4148!!!F176!!!!!!
S!N00105_M_COL12_R-D2!D26!1!@sensor_board.schematic1(sch_1):m@sensor_board.matrix(sch_1):col12@sensor_board.\column of ldr sensor matrix\(sch_1):\r-d2\@sensor_board.\ldr-d-unit\(sch_1):ins89@ediode.\1n4148.normal\(chips)!1N4148_SOD80_D1N4148!!!F177!!!!!!
S!ADC2!D26!2!@sensor_board.schematic1(sch_1):m@sensor_board.matrix(sch_1):col12@sensor_board.\column of ldr sensor matrix\(sch_1):\r-d2\@sensor_board.\ldr-d-unit\(sch_1):ins89@ediode.\1n4148.normal\(chips)!1N4148_SOD80_D1N4148!!!F177!!!!!!
S!N00105_M_COL15_R-D2!D29!1!@sensor_board.schematic1(sch_1):m@sensor_board.matrix(sch_1):col15@sensor_board.\column of ldr sensor matrix\(sch_1):\r-d2\@sensor_board.\ldr-d-unit\(sch_1):ins89@ediode.\1n4148.normal\(chips)!1N4148_SOD80_D1N4148!!!F174!!!!!!
S!ADC2!D29!2!@sensor_board.schematic1(sch_1):m@sensor_board.matrix(sch_1):col15@sensor_board.\column of ldr sensor matrix\(sch_1):\r-d2\@sensor_board.\ldr-d-unit\(sch_1):ins89@ediode.\1n4148.normal\(chips)!1N4148_SOD80_D1N4148!!!F174!!!!!!
S!N00105_M_COL14_R-D2!D28!1!@sensor_board.schematic1(sch_1):m@sensor_board.matrix(sch_1):col14@sensor_board.\column of ldr sensor matrix\(sch_1):\r-d2\@sensor_board.\ldr-d-unit\(sch_1):ins89@ediode.\1n4148.normal\(chips)!1N4148_SOD80_D1N4148!!!F175!!!!!!
S!ADC2!D28!2!@sensor_board.schematic1(sch_1):m@sensor_board.matrix(sch_1):col14@sensor_board.\column of ldr sensor matrix\(sch_1):\r-d2\@sensor_board.\ldr-d-unit\(sch_1):ins89@ediode.\1n4148.normal\(chips)!1N4148_SOD80_D1N4148!!!F175!!!!!!
S!N00105_M_COL17_R-D2!D31!1!@sensor_board.schematic1(sch_1):m@sensor_board.matrix(sch_1):col17@sensor_board.\column of ldr sensor matrix\(sch_1):\r-d2\@sensor_board.\ldr-d-unit\(sch_1):ins89@ediode.\1n4148.normal\(chips)!1N4148_SOD80_D1N4148!!!F171!!!!!!
S!ADC2!D31!2!@sensor_board.schematic1(sch_1):m@sensor_board.matrix(sch_1):col17@sensor_board.\column of ldr sensor matrix\(sch_1):\r-d2\@sensor_board.\ldr-d-unit\(sch_1):ins89@ediode.\1n4148.normal\(chips)!1N4148_SOD80_D1N4148!!!F171!!!!!!
S!N00105_M_COL_R-D!D3!1!@sensor_board.schematic1(sch_1):m@sensor_board.matrix(sch_1):col@sensor_board.\column of ldr sensor matrix\(sch_1):\r-d\@sensor_board.\ldr-d-unit\(sch_1):ins89@ediode.\1n4148.normal\(chips)!1N4148_SOD80_D1N4148!!!F173!!!!!!
S!ADC0!D3!2!@sensor_board.schematic1(sch_1):m@sensor_board.matrix(sch_1):col@sensor_board.\column of ldr sensor matrix\(sch_1):\r-d\@sensor_board.\ldr-d-unit\(sch_1):ins89@ediode.\1n4148.normal\(chips)!1N4148_SOD80_D1N4148!!!F173!!!!!!
S!N00105_M_COL16_R-D2!D30!1!@sensor_board.schematic1(sch_1):m@sensor_board.matrix(sch_1):col16@sensor_board.\column of ldr sensor matrix\(sch_1):\r-d2\@sensor_board.\ldr-d-unit\(sch_1):ins89@ediode.\1n4148.normal\(chips)!1N4148_SOD80_D1N4148!!!F172!!!!!!
S!ADC2!D30!2!@sensor_board.schematic1(sch_1):m@sensor_board.matrix(sch_1):col16@sensor_board.\column of ldr sensor matrix\(sch_1):\r-d2\@sensor_board.\ldr-d-unit\(sch_1):ins89@ediode.\1n4148.normal\(chips)!1N4148_SOD80_D1N4148!!!F172!!!!!!
S!N00105_M_COL19_R-D2!D33!1!@sensor_board.schematic1(sch_1):m@sensor_board.matrix(sch_1):col19@sensor_board.\column of ldr sensor matrix\(sch_1):\r-d2\@sensor_board.\ldr-d-unit\(sch_1):ins89@ediode.\1n4148.normal\(chips)!1N4148_SOD80_D1N4148!!!F169!!!!!!
S!ADC2!D33!2!@sensor_board.schematic1(sch_1):m@sensor_board.matrix(sch_1):col19@sensor_board.\column of ldr sensor matrix\(sch_1):\r-d2\@sensor_board.\ldr-d-unit\(sch_1):ins89@ediode.\1n4148.normal\(chips)!1N4148_SOD80_D1N4148!!!F169!!!!!!
S!N00105_M_COL18_R-D2!D32!1!@sensor_board.schematic1(sch_1):m@sensor_board.matrix(sch_1):col18@sensor_board.\column of ldr sensor matrix\(sch_1):\r-d2\@sensor_board.\ldr-d-unit\(sch_1):ins89@ediode.\1n4148.normal\(chips)!1N4148_SOD80_D1N4148!!!F170!!!!!!
S!ADC2!D32!2!@sensor_board.schematic1(sch_1):m@sensor_board.matrix(sch_1):col18@sensor_board.\column of ldr sensor matrix\(sch_1):\r-d2\@sensor_board.\ldr-d-unit\(sch_1):ins89@ediode.\1n4148.normal\(chips)!1N4148_SOD80_D1N4148!!!F170!!!!!!
S!N00105_M_COL_R-D3!D36!1!@sensor_board.schematic1(sch_1):m@sensor_board.matrix(sch_1):col@sensor_board.\column of ldr sensor matrix\(sch_1):\r-d3\@sensor_board.\ldr-d-unit\(sch_1):ins89@ediode.\1n4148.normal\(chips)!1N4148_SOD80_D1N4148!!!F166!!!!!!
S!ADC3!D36!2!@sensor_board.schematic1(sch_1):m@sensor_board.matrix(sch_1):col@sensor_board.\column of ldr sensor matrix\(sch_1):\r-d3\@sensor_board.\ldr-d-unit\(sch_1):ins89@ediode.\1n4148.normal\(chips)!1N4148_SOD80_D1N4148!!!F166!!!!!!
S!N00105_M_COL20_R-D2!D34!1!@sensor_board.schematic1(sch_1):m@sensor_board.matrix(sch_1):col20@sensor_board.\column of ldr sensor matrix\(sch_1):\r-d2\@sensor_board.\ldr-d-unit\(sch_1):ins89@ediode.\1n4148.normal\(chips)!1N4148_SOD80_D1N4148!!!F168!!!!!!
S!ADC2!D34!2!@sensor_board.schematic1(sch_1):m@sensor_board.matrix(sch_1):col20@sensor_board.\column of ldr sensor matrix\(sch_1):\r-d2\@sensor_board.\ldr-d-unit\(sch_1):ins89@ediode.\1n4148.normal\(chips)!1N4148_SOD80_D1N4148!!!F168!!!!!!
S!N00105_M_COL1_R-D2!D35!1!@sensor_board.schematic1(sch_1):m@sensor_board.matrix(sch_1):col1@sensor_board.\column of ldr sensor matrix\(sch_1):\r-d2\@sensor_board.\ldr-d-unit\(sch_1):ins89@ediode.\1n4148.normal\(chips)!1N4148_SOD80_D1N4148!!!F167!!!!!!
S!ADC2!D35!2!@sensor_board.schematic1(sch_1):m@sensor_board.matrix(sch_1):col1@sensor_board.\column of ldr sensor matrix\(sch_1):\r-d2\@sensor_board.\ldr-d-unit\(sch_1):ins89@ediode.\1n4148.normal\(chips)!1N4148_SOD80_D1N4148!!!F167!!!!!!
S!N00105_M_COL14_R-D3!D39!1!@sensor_board.schematic1(sch_1):m@sensor_board.matrix(sch_1):col14@sensor_board.\column of ldr sensor matrix\(sch_1):\r-d3\@sensor_board.\ldr-d-unit\(sch_1):ins89@ediode.\1n4148.normal\(chips)!1N4148_SOD80_D1N4148!!!F163!!!!!!
S!ADC3!D39!2!@sensor_board.schematic1(sch_1):m@sensor_board.matrix(sch_1):col14@sensor_board.\column of ldr sensor matrix\(sch_1):\r-d3\@sensor_board.\ldr-d-unit\(sch_1):ins89@ediode.\1n4148.normal\(chips)!1N4148_SOD80_D1N4148!!!F163!!!!!!
S!N00105_M_COL12_R-D3!D37!1!@sensor_board.schematic1(sch_1):m@sensor_board.matrix(sch_1):col12@sensor_board.\column of ldr sensor matrix\(sch_1):\r-d3\@sensor_board.\ldr-d-unit\(sch_1):ins89@ediode.\1n4148.normal\(chips)!1N4148_SOD80_D1N4148!!!F165!!!!!!
S!ADC3!D37!2!@sensor_board.schematic1(sch_1):m@sensor_board.matrix(sch_1):col12@sensor_board.\column of ldr sensor matrix\(sch_1):\r-d3\@sensor_board.\ldr-d-unit\(sch_1):ins89@ediode.\1n4148.normal\(chips)!1N4148_SOD80_D1N4148!!!F165!!!!!!
S!N00105_M_COL13_R-D3!D38!1!@sensor_board.schematic1(sch_1):m@sensor_board.matrix(sch_1):col13@sensor_board.\column of ldr sensor matrix\(sch_1):\r-d3\@sensor_board.\ldr-d-unit\(sch_1):ins89@ediode.\1n4148.normal\(chips)!1N4148_SOD80_D1N4148!!!F164!!!!!!
S!ADC3!D38!2!@sensor_board.schematic1(sch_1):m@sensor_board.matrix(sch_1):col13@sensor_board.\column of ldr sensor matrix\(sch_1):\r-d3\@sensor_board.\ldr-d-unit\(sch_1):ins89@ediode.\1n4148.normal\(chips)!1N4148_SOD80_D1N4148!!!F164!!!!!!
S!N00105_M_COL17_R-D3!D42!1!@sensor_board.schematic1(sch_1):m@sensor_board.matrix(sch_1):col17@sensor_board.\column of ldr sensor matrix\(sch_1):\r-d3\@sensor_board.\ldr-d-unit\(sch_1):ins89@ediode.\1n4148.normal\(chips)!1N4148_SOD80_D1N4148!!!F159!!!!!!
S!ADC3!D42!2!@sensor_board.schematic1(sch_1):m@sensor_board.matrix(sch_1):col17@sensor_board.\column of ldr sensor matrix\(sch_1):\r-d3\@sensor_board.\ldr-d-unit\(sch_1):ins89@ediode.\1n4148.normal\(chips)!1N4148_SOD80_D1N4148!!!F159!!!!!!
S!N00105_M_COL12_R-D!D4!1!@sensor_board.schematic1(sch_1):m@sensor_board.matrix(sch_1):col12@sensor_board.\column of ldr sensor matrix\(sch_1):\r-d\@sensor_board.\ldr-d-unit\(sch_1):ins89@ediode.\1n4148.normal\(chips)!1N4148_SOD80_D1N4148!!!F162!!!!!!
S!ADC0!D4!2!@sensor_board.schematic1(sch_1):m@sensor_board.matrix(sch_1):col12@sensor_board.\column of ldr sensor matrix\(sch_1):\r-d\@sensor_board.\ldr-d-unit\(sch_1):ins89@ediode.\1n4148.normal\(chips)!1N4148_SOD80_D1N4148!!!F162!!!!!!
S!N00105_M_COL15_R-D3!D40!1!@sensor_board.schematic1(sch_1):m@sensor_board.matrix(sch_1):col15@sensor_board.\column of ldr sensor matrix\(sch_1):\r-d3\@sensor_board.\ldr-d-unit\(sch_1):ins89@ediode.\1n4148.normal\(chips)!1N4148_SOD80_D1N4148!!!F161!!!!!!
S!ADC3!D40!2!@sensor_board.schematic1(sch_1):m@sensor_board.matrix(sch_1):col15@sensor_board.\column of ldr sensor matrix\(sch_1):\r-d3\@sensor_board.\ldr-d-unit\(sch_1):ins89@ediode.\1n4148.normal\(chips)!1N4148_SOD80_D1N4148!!!F161!!!!!!
S!N00105_M_COL16_R-D3!D41!1!@sensor_board.schematic1(sch_1):m@sensor_board.matrix(sch_1):col16@sensor_board.\column of ldr sensor matrix\(sch_1):\r-d3\@sensor_board.\ldr-d-unit\(sch_1):ins89@ediode.\1n4148.normal\(chips)!1N4148_SOD80_D1N4148!!!F160!!!!!!
S!ADC3!D41!2!@sensor_board.schematic1(sch_1):m@sensor_board.matrix(sch_1):col16@sensor_board.\column of ldr sensor matrix\(sch_1):\r-d3\@sensor_board.\ldr-d-unit\(sch_1):ins89@ediode.\1n4148.normal\(chips)!1N4148_SOD80_D1N4148!!!F160!!!!!!
S!N00105_M_COL20_R-D3!D45!1!@sensor_board.schematic1(sch_1):m@sensor_board.matrix(sch_1):col20@sensor_board.\column of ldr sensor matrix\(sch_1):\r-d3\@sensor_board.\ldr-d-unit\(sch_1):ins89@ediode.\1n4148.normal\(chips)!1N4148_SOD80_D1N4148!!!F156!!!!!!
S!ADC3!D45!2!@sensor_board.schematic1(sch_1):m@sensor_board.matrix(sch_1):col20@sensor_board.\column of ldr sensor matrix\(sch_1):\r-d3\@sensor_board.\ldr-d-unit\(sch_1):ins89@ediode.\1n4148.normal\(chips)!1N4148_SOD80_D1N4148!!!F156!!!!!!
S!N00105_M_COL18_R-D3!D43!1!@sensor_board.schematic1(sch_1):m@sensor_board.matrix(sch_1):col18@sensor_board.\column of ldr sensor matrix\(sch_1):\r-d3\@sensor_board.\ldr-d-unit\(sch_1):ins89@ediode.\1n4148.normal\(chips)!1N4148_SOD80_D1N4148!!!F158!!!!!!
S!ADC3!D43!2!@sensor_board.schematic1(sch_1):m@sensor_board.matrix(sch_1):col18@sensor_board.\column of ldr sensor matrix\(sch_1):\r-d3\@sensor_board.\ldr-d-unit\(sch_1):ins89@ediode.\1n4148.normal\(chips)!1N4148_SOD80_D1N4148!!!F158!!!!!!
S!N00105_M_COL19_R-D3!D44!1!@sensor_board.schematic1(sch_1):m@sensor_board.matrix(sch_1):col19@sensor_board.\column of ldr sensor matrix\(sch_1):\r-d3\@sensor_board.\ldr-d-unit\(sch_1):ins89@ediode.\1n4148.normal\(chips)!1N4148_SOD80_D1N4148!!!F157!!!!!!
S!ADC3!D44!2!@sensor_board.schematic1(sch_1):m@sensor_board.matrix(sch_1):col19@sensor_board.\column of ldr sensor matrix\(sch_1):\r-d3\@sensor_board.\ldr-d-unit\(sch_1):ins89@ediode.\1n4148.normal\(chips)!1N4148_SOD80_D1N4148!!!F157!!!!!!
